Issue Key,Work type,Summary,Description,Priority,Epic
KAN-78,Story,E6-11 Angebot annehmen oder ablehnen,"Als Verkäufer möchte ich ein Angebot annehmen oder ablehnen.

Akzeptanzkriterien
1. Verkäuferdaten, Bilder, Zustandsangaben und Preiswünsche werden vollständig und validiert erfasst.
2. Ein Angebot besitzt einen eindeutigen, nachvollziehbaren Status und kann nicht unbemerkt in einen widersprüchlichen Zustand wechseln.
3. Berechtigungen verhindern Zugriff auf fremde Angebote und schützen sensible Auszahlungs- und Kontodaten.
4. Annahme, Ablehnung, Rückfragen und Übergabe erzeugen klare Status- und Benachrichtigungsinformationen.
5. Fehler bei Upload, Speicherung oder Statuswechseln sind wiederholbar und hinterlassen keine halbfertigen Angebote.
6. Die Funktion ist für Desktop und Smartphone verständlich und enthält Hinweise zu nächsten Schritten und Verantwortlichkeiten.",Lowest,KAN-6
KAN-79,Story,E6-12 Übergabe und Auszahlung verstehen,"Als Verkäufer möchte ich Informationen zu Übergabe, Versand und Auszahlung erhalten.

Akzeptanzkriterien
1. Verkäuferdaten, Bilder, Zustandsangaben und Preiswünsche werden vollständig und validiert erfasst.
2. Ein Angebot besitzt einen eindeutigen, nachvollziehbaren Status und kann nicht unbemerkt in einen widersprüchlichen Zustand wechseln.
3. Berechtigungen verhindern Zugriff auf fremde Angebote und schützen sensible Auszahlungs- und Kontodaten.
4. Annahme, Ablehnung, Rückfragen und Übergabe erzeugen klare Status- und Benachrichtigungsinformationen.
5. Fehler bei Upload, Speicherung oder Statuswechseln sind wiederholbar und hinterlassen keine halbfertigen Angebote.
6. Die Funktion ist für Desktop und Smartphone verständlich und enthält Hinweise zu nächsten Schritten und Verantwortlichkeiten.",Lowest,KAN-6
KAN-80,Story,E7-01 Adminbereich sicher anmelden,"Als Admin möchte ich mich sicher im Administrationsbereich anmelden.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-81,Story,E7-02 Rollen und Berechtigungen verwalten,"Als Admin möchte ich Rollen und Berechtigungen verwalten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-82,Story,E7-03 Admin-Dashboard anzeigen,"Als Admin möchte ich ein Dashboard mit wichtigen Kennzahlen sehen.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-83,Story,E7-04 Produkte administrieren,"Als Admin möchte ich Produkte anlegen, bearbeiten und deaktivieren.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-84,Story,E7-05 Produktbilder administrieren,"Als Admin möchte ich Produktbilder verwalten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-85,Story,E7-06 Bestände korrigieren,"Als Admin möchte ich Bestände korrigieren können.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-86,Story,E7-07 Bestellungen administrieren,"Als Admin möchte ich Bestellungen verwalten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-87,Story,E7-08 Kundenkonten administrieren,"Als Admin möchte ich Kundenkonten einsehen und verwalten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-88,Story,E7-09 Verkaufsangebote administrieren,"Als Admin möchte ich Verkaufsangebote bearbeiten und bewerten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Medium,KAN-7
KAN-89,Story,E7-10 Katalogstammdaten verwalten,"Als Admin möchte ich Kategorien, Sportarten, Ligen und Sets verwalten.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-90,Story,E7-11 Datenquellen synchronisieren,"Als Admin möchte ich eBay- oder andere Datenquellen synchronisieren.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-91,Story,E7-12 Synchronisationsfehler beheben,"Als Admin möchte ich Synchronisationsfehler erkennen und beheben.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-92,Story,E7-13 Änderungen nachvollziehen,"Als Admin möchte ich wichtige Änderungen nachvollziehen können.

Akzeptanzkriterien
1. Administrative Aktionen erfordern die richtige Rolle und werden serverseitig autorisiert.
2. Listen, Detailansichten und Formulare zeigen den aktuellen Datenstand und validieren Änderungen vor dem Speichern.
3. Kritische Änderungen an Produkten, Beständen, Bestellungen und Konten sind nachvollziehbar protokolliert.
4. Synchronisationen sind wiederholbar, idempotent und zeigen Laufstatus, Ergebnis und Fehlerursache.
5. Fehlerhafte Datensätze werden isoliert behandelt, ohne gültige Bestände oder Bestellungen zu beschädigen.
6. Das Admin-Interface ist für die vorgesehenen Breakpoints bedienbar und schützt irreversible Aktionen vor Fehlbedienung.",Highest,KAN-7
KAN-93,Story,E8-01 Hauptnavigation verstehen,"Als Besucher möchte ich eine klare und verständliche Hauptnavigation sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-94,Story,E8-02 Globale Shop-Navigation nutzen,"Als Besucher möchte ich auf jeder Seite Logo, Navigation und Warenkorb erreichen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-95,Story,E8-03 Einheitliches Design erleben,"Als Kunde möchte ich ein einheitliches Designsystem erleben.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-96,Story,E8-04 Produktlisten übersichtlich sehen,"Als Kunde möchte ich Produktlisten übersichtlich auf Karten dargestellt sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-97,Story,E8-05 Produktdetails übersichtlich sehen,"Als Kunde möchte ich Produktdetails übersichtlich gegliedert sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-98,Story,E8-06 Shop responsiv nutzen,"Als Kunde möchte ich den Shop auf Smartphone, Tablet und Desktop nutzen können.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-99,Story,E8-07 Konsistente Formulare nutzen,"Als Kunde möchte ich verständliche Formulare mit konsistenten Eingabefeldern sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-100,Story,E8-08 Ladezustände erkennen,"Als Kunde möchte ich Ladezustände und Fortschritte erkennen können.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-101,Story,E8-09 Fehler- und Leerzustände verstehen,"Als Kunde möchte ich verständliche Fehler- und Leerzustände sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-102,Story,E8-10 Shop per Tastatur bedienen,"Als Kunde möchte ich den Shop vollständig per Tastatur bedienen können.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-103,Story,E8-11 Shop mit Screenreader nutzen,"Als Kunde möchte ich den Shop mit Screenreader-Unterstützung nutzen können.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-104,Story,E8-12 Fokus- und Aktivzustände sehen,"Als Kunde möchte ich gut sichtbare Fokus-, Hover- und Aktivzustände sehen.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-105,Story,E8-13 Optimierte Produktbilder erhalten,"Als Kunde möchte ich schnell ladende und optimierte Produktbilder erhalten.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-106,Story,E8-14 Auflösungsunabhängiges Design erleben,"Als Kunde möchte ich ein einheitliches und funktionierendes Design unabhängig von Bildschirmgröße und Bildschirmauflösung erleben, damit der Shop immer übersichtlich und professionell wirkt.

Akzeptanzkriterien
1. Navigation, Seitenhierarchie und aktive Zustände sind ohne visuelle Rätsel verständlich.
2. Layouts, Komponenten, Abstände, Farben und Typografie folgen einem konsistenten Designsystem.
3. Die Oberfläche funktioniert bei den definierten Desktop-, Tablet- und Smartphone-Breiten ohne horizontales Überlaufen.
4. Lade-, Leer-, Fehler- und Erfolgsmeldungen sind unterscheidbar, verständlich und nicht nur farblich codiert.
5. Interaktive Elemente haben sichtbare Fokus- und Aktivzustände und sind vollständig per Tastatur bedienbar.
6. Kontraste, Beschriftungen, semantische Struktur und Alternativtexte unterstützen Screenreader und assistive Technologien.
7. Bilder, Schriftgrößen und Inhalte bleiben bei unterschiedlichen Auflösungen scharf, lesbar und ohne Layoutsprünge.",High,KAN-8
KAN-107,Story,E9-01 Akzeptanzkriterien vereinheitlichen,"Als Team möchte ich einheitliche Akzeptanzkriterien für User Stories verwenden.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-108,Story,E9-02 Xray-Testrepository strukturieren,"Als QA-Verantwortlicher möchte ich das Xray-Test-Repository logisch strukturieren.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-109,Story,E9-03 Testfall-Template verwenden,"Als QA-Verantwortlicher möchte ich ein einheitliches Testfall-Template verwenden.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
KAN-110,Story,E9-04 Testvorbedingungen definieren,"Als QA-Verantwortlicher möchte ich Testvorbedingungen definieren können.

Akzeptanzkriterien
1. Testfälle besitzen eindeutige Vorbedingungen, Testdaten, Schritte und erwartete Ergebnisse.
2. Stories, Tests, Test Sets, Pläne und Ausführungen sind nachvollziehbar miteinander verknüpft.
3. Positive, negative, Grenzwert-, Berechtigungs- und Gerätefälle werden angemessen abgedeckt.
4. Testergebnisse und Belege können pro Schritt dokumentiert und einem reproduzierbaren Lauf zugeordnet werden.
5. Fehlgeschlagene Tests führen zu nachvollziehbaren Fehlern mit ausreichendem Kontext für die Analyse.
6. Testabdeckung und Release-Abnahme lassen sich nach Epic, Priorität und Status auswerten.",High,KAN-9
